"Event","Unit","Time","Track","Channel","NoteName","NoteNumber","NoteUnits","NoteDuration","NoteOnVelocity","NoteOffVelocity","ControllerNr","ControllerValue","TextType","Text","Program","TempoBPM","TempoMicroseconds","Pitchbend","Aftertouch","MeterNom","MeterDenom","MeterUnits","MeterNote32","Resolution","MIDIVersion","Sysex","MetaType","MetaData","Key","PolyKey","PolyValue","RealtimeEvent","RealtimeValue",
"NoteOn",4090,9646,3,10,"d#4",51,80,188,70,
"NoteOn",4090,9646,4,1,"c#7",85,78,184,63,
"NoteOn",4092,9650,4,1,"f7",89,91,215,74,
"NoteOff",4158,9806,4,1,"c#5",61,,,,0
"NoteOff",4160,9811,4,1,"c5",60,,,,0
"NoteOff",4163,9818,4,1,"f5",65,,,,0
"NoteOff",4163,9818,4,1,"g#4",56,,,,0
"NoteOff",4165,9823,3,10,"f#3",42,,,,0
"NoteOff",4168,9830,4,1,"c#7",85,,,,0
"NoteOff",4170,9834,3,10,"d#4",51,,,,0
"NoteOff",4172,9839,4,1,"a#6",82,,,,0
"NoteOff",4179,9856,4,1,"f6",77,,,,0
"NoteOff",4183,9865,4,1,"f7",89,,,,0
"NoteOff",4236,9990,2,2,"a#2",34,,,,0
"NoteOn",4252,10028,3,10,"b2",35,73,172,13,
"NoteOn",4320,10188,4,1,"g#4",56,107,253,49,
"NoteOn",4320,10188,4,1,"c5",60,103,243,56,
"NoteOn",4322,10193,4,1,"f5",65,103,243,52,
"NoteOn",4323,10195,4,1,"c#5",61,95,224,59,
"NoteOn",4323,10195,4,1,"f6",77,81,191,45,
"NoteOff",4325,10200,3,10,"b2",35,,,,0
"NoteOn",4325,10200,3,10,"f#3",42,80,189,70,
"NoteOn",4330,10212,3,10,"d#4",51,80,188,70,
"NoteOn",4330,10212,4,1,"a#6",82,93,219,55,
"NoteOn",4335,10224,4,1,"c#7",85,86,202,55,
"NoteOn",4340,10235,2,2,"a#2",34,423,998,90,
"NoteOn",4342,10240,4,1,"f7",89,66,156,79,
"NoteOff",4404,10386,4,1,"f6",77,,,,0
"NoteOff",4405,10389,3,10,"f#3",42,,,,0
"NoteOff",4408,10396,4,1,"f7",89,,,,0
"NoteOff",4410,10400,3,10,"d#4",51,,,,0
"NoteOff",4418,10419,4,1,"c#5",61,,,,0
"NoteOff",4421,10426,4,1,"c#7",85,,,,0
"NoteOff",4423,10431,4,1,"c5",60,,,,0
"NoteOff",4423,10431,4,1,"a#6",82,,,,0
"NoteOff",4425,10436,4,1,"f5",65,,,,0
"NoteOff",4427,10441,4,1,"g#4",56,,,,0
"NoteOn",4504,10622,4,1,"e6",76,58,137,51,
"NoteOn",4518,10655,4,1,"a#6",82,59,139,34,
"NoteOn",4522,10665,4,1,"e7",88,53,125,72,
"NoteOn",4523,10667,4,1,"c#7",85,53,125,43,
"NoteOn",4562,10759,3,10,"c#3",37,36,85,78,
"NoteOff",4562,10759,4,1,"e6",76,,,,0
"NoteOn",4565,10766,3,10,"f#3",42,80,189,80,
"NoteOn",4565,10766,4,1,"g#4",56,88,208,58,
"NoteOn",4566,10768,4,1,"c5",60,79,187,62,
"NoteOn",4567,10771,4,1,"f5",65,80,188,54,
"NoteOn",4568,10773,4,1,"c#5",61,76,179,65,
"NoteOn",4570,10778,3,10,"d#4",51,80,188,70,
"NoteOff",4575,10790,4,1,"e7",88,,,,0
"NoteOff",4576,10792,4,1,"c#7",85,,,,0
"NoteOff",4577,10794,4,1,"a#6",82,,,,0
"NoteOff",4598,10844,3,10,"c#3",37,,,,0
"NoteOff",4644,10952,4,1,"c#5",61,,,,0
"NoteOff",4645,10955,3,10,"f#3",42,,,,0
"NoteOff",4645,10955,4,1,"c5",60,,,,0
"NoteOff",4647,10959,4,1,"f5",65,,,,0
"NoteOff",4650,10966,3,10,"d#4",51,,,,0
"NoteOff",4653,10974,4,1,"g#4",56,,,,0
"NoteOn",4654,10976,4,1,"f6",77,57,134,65,
"NoteOn",4663,10997,4,1,"a#6",82,53,125,55,
"NoteOn",4674,11023,4,1,"f7",89,46,109,77,
"NoteOn",4680,11037,4,1,"c#7",85,41,97,40,
"NoteOff",4711,11110,4,1,"f6",77,,,,0
"NoteOff",4716,11122,4,1,"a#6",82,,,,0
"NoteOff",4720,11132,4,1,"f7",89,,,,0
"NoteOff",4721,11134,4,1,"c#7",85,,,,0
"NoteOff",4763,11233,2,2,"a#2",34,,,,0
"NoteOn",4805,11332,3,10,"b2",35,80,189,13,
"NoteOn",4805,11332,3,10,"f#3",42,80,189,70,
"NoteOn",4805,11332,4,1,"f5",65,84,198,45,
"NoteOn",4807,11337,4,1,"g4",55,85,200,52,
"NoteOn",4808,11339,2,2,"d#3",39,314,741,84,
"NoteOn",4808,11339,4,1,"c5",60,79,186,51,
"NoteOn",4808,11339,4,1,"c#5",61,78,184,54,
"NoteOn",4810,11344,3,10,"d#4",51,80,189,70,
"NoteOn",4813,11351,4,1,"b6",83,124,292,86,
"NoteOn",4825,11379,4,1,"b7",95,108,255,80,
"NoteOff",4885,11521,3,10,"b2",35,,,,0
"NoteOff",4885,11521,3,10,"f#3",42,,,,0
"NoteOff",4886,11523,4,1,"c#5",61,,,,0
"NoteOff",4887,11525,4,1,"c5",60,,,,0
"NoteOff",4889,11530,4,1,"f5",65,,,,0
"NoteOff",4890,11533,3,10,"d#4",51,,,,0
"NoteOff",4892,11537,4,1,"g4",55,,,,0
"NoteOff",4933,11634,4,1,"b7",95,,,,0
"NoteOff",4937,11643,4,1,"b6",83,,,,0
"NoteOn",4962,11702,4,1,"c7",84,50,118,67,
"NoteOn",4981,11747,4,1,"c8",96,63,149,65,
"NoteOff",5012,11820,4,1,"c7",84,,,,0
"NoteOn",5028,11858,4,1,"c5",60,80,189,52,
